-0.058744,-0.081731,0.023329,0.036715,-0.543093,-0.357227,-0.587292,0.028915,-0.178993,-0.043956,0.201908,0.123856,-0.062254,-0.114552,0.045087
0.008399,0.003947,-0.001284,-0.000673,0.026284,0.012100,0.045949,0.032538,0.033785,0.033439,0.027994,0.026016,0.026554,0.030935,0.027876
-0.014074,-0.006604,0.002154,0.001145,-0.044023,-0.020265,-0.044456,-0.021978,-0.024067,-0.023500,-0.014361,-0.011041,-0.011958,-0.019321,-0.014170
-0.016071,-0.007536,0.002461,0.001317,-0.050258,-0.023134,0.002290,0.027961,0.025575,0.026216,0.036660,0.040455,0.039399,0.030980,0.036876
-0.010887,-0.005113,0.001665,0.000877,-0.034064,-0.015681,0.007594,0.024980,0.023364,0.023808,0.030870,0.033436,0.032734,0.027049,0.031022
0.018208,0.008532,-0.002790,-0.001506,0.056927,0.026203,-0.055403,-0.084491,-0.081788,-0.082506,-0.094350,-0.098655,-0.097445,-0.087890,-0.094589
0.001726,0.000812,-0.000264,-0.000137,0.005404,0.002488,0.116943,0.114187,0.114443,0.114372,0.113253,0.112847,0.112957,0.113856,0.113229
0.009387,0.004410,-0.001435,-0.000754,0.029374,0.013522,-0.006149,-0.021139,-0.019745,-0.020130,-0.026217,-0.028428,-0.027826,-0.022928,-0.026349
-0.017170,-0.008049,0.002630,0.001414,-0.053690,-0.024713,-0.053976,-0.026547,-0.029096,-0.028415,-0.017252,-0.013194,-0.014329,-0.023332,-0.017024
0.016042,0.007523,-0.002456,-0.001315,0.050169,0.023093,0.010865,-0.014760,-0.012379,-0.013019,-0.023444,-0.027232,-0.026178,-0.017774,-0.023659
0.005275,0.002480,-0.000806,-0.000420,0.016511,0.007601,-0.077945,-0.086368,-0.085585,-0.085803,-0.089221,-0.090463,-0.090127,-0.087378,-0.089296
0.009345,0.004391,-0.001428,-0.000750,0.029242,0.013462,0.000087,-0.014835,-0.013448,-0.013831,-0.019890,-0.022092,-0.021492,-0.016616,-0.020021
-0.128136,0.003773,-0.006329,-0.007230,-0.004893,0.008197,0.000775,0.004218,-0.007727,0.007217,0.002369,0.004199
